Query_ID	Subject_ID	%_Identity	Alignment_Length	Mismatches	Gap_Openings	Query_Start	Query_End	Subject_Start	Subject_End	E-value	Bit_Score
k141_338878	4RecName:	30.634	284	168	4	4587	3772	86	352	8.12e-40	143.0
k141_338878	1xylanase	31.944	288	166	7	4587	3763	90	360	2.07e-38	139.0
k141_338878	5xylanase	35.821	201	123	4	4584	3985	65	260	4.3600000000000004e-36	132.0
k141_7383052	1xylanase	35.468	203	93	10	202	777	61	236	4.93e-29	103.0
k141_7383052	9xylanase	32.512	203	108	8	175	780	7	181	8.9e-29	102.0
k141_7383052	11xylanase	35.052	194	97	8	202	777	363	529	1.01e-28	104.0
k141_7383052	4RecName:	35.149	202	96	9	202	777	56	232	1.1900000000000001e-27	100.0
k141_7383052	3xylanase	34.483	203	95	10	202	777	61	236	1.8700000000000003e-27	99.8
k141_7383052	6xylanase	33.333	198	105	7	202	777	56	232	3.1200000000000003e-26	96.3
k141_7383052	5xylanase	30.058	173	88	8	259	777	55	194	6.74e-11	51.6
k141_6102497	4RecName:	44.118	102	55	1	92	397	46	145	1.49e-25	93.6
k141_6102497	11xylanase	45.283	106	55	2	92	409	353	455	3.43e-25	93.2
k141_6102497	6xylanase	42.157	102	57	1	92	397	46	145	2.38e-24	90.1
k141_6102497	3xylanase	39.604	101	58	2	98	400	53	150	1.5100000000000001e-22	84.7
k141_6102497	1xylanase	41.176	102	57	2	95	400	52	150	1.76e-22	84.7
k141_6102497	9xylanase	40.0	105	58	2	92	406	6	105	1.94e-22	84.0
k141_6102497	5xylanase	33.708	89	55	2	101	361	27	113	4.88e-11	51.6
k141_7062463	11xylanase	32.441	299	166	12	868	5	188	461	7.09e-35	123.0
k141_7062463	9xylanase	31.579	133	68	4	397	5	1	112	1.49e-19	77.4
k141_7062463	3xylanase	31.159	138	66	5	385	5	50	169	8.61e-17	69.7
k141_7062463	1xylanase	31.783	129	69	4	385	2	50	160	3.83e-16	67.8
k141_8983775	4RecName:	32.609	138	81	5	455	51	186	314	4.27e-15	61.6
k141_8983775	6xylanase	33.333	138	80	5	455	51	186	314	8.82e-14	57.8
k141_8983775	3xylanase	32.231	121	70	3	455	102	190	301	1.37e-13	57.0
k141_8983775	1xylanase	30.579	121	72	3	455	102	190	301	1.02e-12	54.7
k141_8983775	11xylanase	32.432	111	69	2	434	102	491	595	3.1e-12	53.5
k141_6422758	7xylanase	53.317	407	158	4	325	1542	1	376	2.1399999999999998e-139	403.0
k141_6422758	7xylanase	72.368	76	21	0	1771	1998	263	338	3.47e-33	121.0
k141_6422758	2xylanase	45.249	221	108	5	358	1014	6	215	3.37e-57	184.0
k141_6422758	8xylanase	39.648	227	116	6	352	1014	4	215	2.46e-47	161.0
k141_1940452	7xylanase	51.648	91	43	1	72	341	37	127	3.8900000000000003e-31	103.0
k141_1940452	8xylanase	35.714	84	46	1	90	341	35	110	4.28e-15	59.7
k141_1940452	2xylanase	31.522	92	54	2	69	341	29	112	1.53e-13	54.7
k141_5141730	11xylanase	37.356	348	179	12	5579	4578	354	676	4.21e-56	200.0
k141_5141730	9xylanase	35.511	352	184	14	5579	4572	7	331	1.9e-55	188.0
k141_5141730	6xylanase	34.139	331	170	11	5579	4659	47	353	1.63e-51	179.0
k141_5141730	4RecName:	35.258	329	169	12	5579	4659	47	353	1.72e-51	179.0
k141_5141730	3xylanase	33.151	365	188	13	5579	4578	52	391	2.25e-51	178.0
k141_5141730	1xylanase	34.615	338	171	12	5579	4641	52	364	9.55e-50	174.0
k141_8983982	3xylanase	42.045	176	80	3	497	3	53	217	1.07e-40	138.0
k141_8983982	4RecName:	35.681	213	108	4	584	3	11	213	1.79e-39	135.0
k141_8983982	11xylanase	39.344	183	102	2	548	3	337	511	8.75e-39	137.0
k141_8983982	9xylanase	40.361	166	89	2	500	3	7	162	7.16e-37	126.0
k141_8983982	1xylanase	40.341	176	83	3	497	3	53	217	1.38e-36	127.0
k141_8983982	6xylanase	32.093	215	121	3	602	3	9	213	1.07e-35	125.0
k141_8983982	5xylanase	32.298	161	93	4	479	3	30	176	2.85e-19	78.2
k141_979737	9xylanase	34.648	355	200	6	9270	8212	7	331	9.2e-65	216.0
k141_979737	11xylanase	33.079	393	218	10	9339	8200	331	691	5.92e-60	213.0
k141_979737	6xylanase	32.335	334	189	5	9276	8308	45	352	2.92e-58	200.0
k141_979737	1xylanase	35.417	336	178	8	9279	8308	49	357	5.43e-58	199.0
k141_979737	3xylanase	33.731	335	185	5	9279	8308	49	357	5.46e-56	193.0
k141_979737	4RecName:	31.737	334	191	5	9276	8308	45	352	7.2000000000000005e-56	193.0
k141_979737	5xylanase	31.754	211	134	7	9165	8539	58	260	1.19e-28	113.0
k141_660243	7xylanase	64.375	160	56	1	602	123	81	239	1.75e-75	223.0
k141_660243	8xylanase	52.258	155	64	3	599	141	73	219	1.41e-50	158.0
k141_660243	2xylanase	52.174	138	64	2	551	141	83	219	5.5600000000000004e-49	150.0
k141_6743524	6xylanase	44.643	56	31	0	293	460	41	96	1.19e-11	51.2
k141_7062777	7xylanase	31.466	232	138	7	1601	915	22	235	6.71e-29	108.0
k141_660373	7xylanase	31.138	167	91	8	1	498	72	215	2.38e-19	73.9
k141_3541437	9xylanase	34.672	274	135	11	4	771	78	325	8.67e-39	137.0
k141_3541437	1xylanase	33.882	304	138	12	4	786	124	407	2.78e-37	135.0
k141_3541437	4RecName:	32.372	312	138	10	4	792	120	407	2.9700000000000002e-37	135.0
k141_3541437	3xylanase	33.564	289	144	12	4	786	124	392	5.0800000000000005e-37	134.0
k141_3541437	11xylanase	35.379	277	137	13	4	786	427	677	9.85e-37	138.0
k141_3541437	6xylanase	33.333	312	135	11	4	792	120	407	2.94e-36	132.0
k141_3541437	5xylanase	30.37	270	144	12	4	783	98	333	1.19e-25	100.0
k141_4502223	4RecName:	44.248	113	52	1	1	306	78	190	1.46e-32	107.0
k141_4502223	3xylanase	47.273	110	47	2	7	303	84	193	2.0500000000000001e-32	107.0
k141_4502223	1xylanase	47.273	110	47	2	7	303	84	193	3.9e-31	103.0
k141_4502223	9xylanase	46.465	99	53	0	10	306	39	137	5e-31	102.0
k141_4502223	11xylanase	46.535	101	54	0	1	303	385	485	1.42e-29	100.0
k141_4502223	6xylanase	39.823	113	57	1	1	306	78	190	5.45e-28	95.5
k141_4502223	5xylanase	32.673	101	64	2	1	303	56	152	3.26e-15	59.7
k141_7383867	1xylanase	41.481	135	63	3	616	975	53	186	1.7700000000000001e-29	107.0
k141_7383867	3xylanase	40.741	135	64	3	616	975	53	186	5.08e-29	105.0
k141_7383867	4RecName:	37.063	143	75	2	592	975	40	182	1.27e-28	104.0
k141_7383867	9xylanase	40.8	125	68	2	613	975	7	129	8.44e-27	98.6
k141_7383867	6xylanase	34.965	143	78	2	592	975	40	182	1.47e-26	99.0
k141_7383867	11xylanase	38.4	125	73	1	613	975	354	478	4.5e-25	95.5
k141_7383867	5xylanase	33.058	121	77	2	619	975	27	145	3.85e-18	74.3
k141_339890	11xylanase	34.579	107	49	3	1	321	383	468	6.31e-14	56.6
k141_7383912	11xylanase	30.088	113	62	4	8	337	304	402	2.68e-11	50.4
k141_5782979	9xylanase	41.593	226	112	5	6	674	96	304	7.15e-59	184.0
k141_5782979	11xylanase	43.612	227	109	6	6	674	445	656	6.45e-52	173.0
k141_5782979	3xylanase	37.037	216	119	4	18	656	157	358	8.879999999999999e-41	138.0
k141_5782979	1xylanase	38.679	212	113	4	30	656	161	358	1.96e-40	137.0
k141_5782979	6xylanase	35.345	232	123	5	6	662	138	355	1.06e-38	133.0
k141_5782979	4RecName:	35.345	232	123	5	6	662	138	355	3.4200000000000003e-36	126.0
k141_8023919	11xylanase	34.615	364	181	17	4176	3112	362	677	6.5e-50	180.0
k141_8023919	9xylanase	34.237	295	152	12	3963	3115	65	329	9.34e-44	153.0
k141_8023919	5xylanase	30.515	272	152	10	3915	3109	98	335	4.4499999999999995e-23	94.0
k141_19107	11xylanase	46.114	193	98	3	572	3	350	539	2.17e-48	174.0
k141_19107	9xylanase	39.362	188	108	2	560	3	7	190	1.9800000000000003e-43	151.0
k141_19107	6xylanase	40.394	203	106	4	575	3	43	242	4.6e-41	147.0
k141_19107	1xylanase	40.306	196	102	4	563	12	51	243	3.38e-40	144.0
k141_19107	4RecName:	39.594	197	105	3	557	3	48	242	4.96e-40	144.0
k141_19107	3xylanase	38.265	196	106	4	563	12	51	243	9.499999999999999e-40	142.0
k141_19107	5xylanase	39.216	153	89	1	464	6	55	203	2.58e-33	124.0
k141_7705448	9xylanase	38.71	155	89	2	464	3	145	294	2.5e-39	126.0
k141_7705448	11xylanase	42.675	157	84	4	473	6	491	642	3.21e-39	130.0
k141_7705448	6xylanase	33.121	157	97	5	464	3	196	347	3.4299999999999995e-24	87.0
k141_7705448	1xylanase	32.484	157	99	3	464	3	200	352	5.8799999999999995e-24	86.7
k141_7705448	3xylanase	33.758	157	97	3	464	3	200	352	6.2499999999999996e-24	86.3
k141_7705448	4RecName:	33.544	158	95	6	464	3	196	347	5.9500000000000004e-21	78.2
k141_7705448	5xylanase	34.375	160	83	6	467	3	158	300	3.33e-17	67.4
k141_8024108	3xylanase	34.94	166	79	5	571	161	227	392	2.7400000000000002e-27	96.7
k141_8024108	9xylanase	32.298	161	86	4	571	158	171	331	7.5e-25	89.4
k141_8024108	4RecName:	31.148	183	80	3	571	161	223	405	1.39e-24	89.4
k141_8024108	1xylanase	31.492	181	80	4	571	161	227	407	3.46e-24	88.6
k141_8024108	11xylanase	33.758	157	83	5	568	161	521	677	1.0900000000000001e-21	81.6
k141_8024108	5xylanase	34.194	155	87	6	571	149	185	338	2.62e-16	65.9
k141_2901305	11xylanase	42.017	238	113	8	724	23	354	570	6.13e-47	168.0
k141_2901305	9xylanase	36.475	244	128	9	724	5	7	227	4.31e-39	138.0
k141_2901305	4RecName:	36.29	248	130	9	721	11	48	278	3.28e-38	137.0
k141_2901305	6xylanase	35.656	244	130	8	724	23	47	273	2.78e-37	134.0
k141_2901305	3xylanase	33.2	250	139	9	724	5	52	283	2.76e-35	128.0
k141_2901305	1xylanase	35.246	244	130	9	724	23	52	277	3.9900000000000003e-35	128.0
k141_2901305	5xylanase	36.601	153	83	5	493	41	90	230	2.38e-24	95.9
k141_3542389	11xylanase	37.5	72	35	2	216	1	418	479	9.43e-13	52.0
k141_3542429	9xylanase	32.031	128	75	4	365	3	119	241	1.42e-15	61.6
k141_3542429	1xylanase	30.709	127	77	3	365	3	176	297	7.42e-13	53.9
k141_8024634	11xylanase	50.909	110	52	1	4	333	475	582	2.48e-36	120.0
k141_8024634	9xylanase	43.966	116	63	1	4	351	126	239	2.76e-36	117.0
k141_8024634	6xylanase	40.566	106	56	4	13	324	182	282	1.29e-21	78.6
k141_8024634	1xylanase	38.739	111	63	2	4	333	183	289	1.35e-21	78.6
k141_8024634	3xylanase	38.739	111	63	2	4	333	183	289	5.9400000000000005e-21	76.6
k141_8024634	4RecName:	40.566	106	56	4	13	324	182	282	6.680000000000001e-21	76.3
k141_8024634	5xylanase	44.828	87	43	2	13	270	145	227	3.85e-19	71.6
k141_3542624	9xylanase	46.789	109	58	0	37	363	30	138	1.73e-36	117.0
k141_3542624	4RecName:	41.221	131	66	1	4	363	61	191	2.51e-33	110.0
k141_3542624	3xylanase	43.697	119	56	1	43	366	78	196	3.26e-33	110.0
k141_3542624	1xylanase	43.697	119	56	1	43	366	78	196	9.78e-33	109.0
k141_3542624	6xylanase	38.168	131	70	1	4	363	61	191	1.66e-29	100.0
k141_3542624	11xylanase	41.667	108	63	0	43	366	381	488	1.7600000000000001e-29	101.0
k141_3542624	5xylanase	35.833	120	71	3	4	357	37	152	1.8e-20	75.5
k141_9306526	9xylanase	38.095	126	68	4	384	16	157	275	8.23e-20	73.6
k141_9306526	1xylanase	36.458	96	55	2	384	97	212	301	3.81e-13	54.7
k141_9306526	11xylanase	35.052	97	55	3	384	97	506	595	4.38e-13	54.7
k141_9306526	6xylanase	33.071	127	75	3	384	16	208	328	4.99e-13	54.7
k141_9306526	3xylanase	34.375	96	57	1	384	97	212	301	4.12e-12	52.0
k141_9306526	4RecName:	36.458	96	55	2	384	97	208	297	5.55e-12	51.6
k141_5463473	7xylanase	44.059	202	93	7	669	70	50	233	2.16e-47	152.0
k141_5463473	2xylanase	40.196	204	93	8	669	67	43	220	4.84e-41	131.0
k141_5463473	8xylanase	36.019	211	105	6	687	67	36	220	8.14e-34	115.0
k141_3543207	10xylanase	34.185	313	175	10	872	3	585	889	5.05e-42	157.0
k141_3543207	5xylanase	30.233	258	155	9	782	57	58	306	1.5e-17	76.3
k141_1942633	9xylanase	33.6	125	61	3	2	310	207	331	1.11e-17	68.2
k141_1942633	4RecName:	33.871	124	63	2	2	316	259	382	1.4e-16	65.1
k141_1942633	6xylanase	32.381	105	55	1	2	268	259	363	1.95e-14	58.9
k141_1942633	11xylanase	32.787	122	62	4	2	307	556	677	2.76e-14	58.9
k141_4822959	10xylanase	32.194	351	203	12	5510	4536	579	920	2.22e-44	167.0
k141_4822959	9xylanase	32.719	217	119	7	5405	4806	39	245	7.480000000000001e-26	102.0
k141_4822959	3xylanase	32.159	227	114	9	5408	4827	84	303	5.09e-21	89.0
k141_4822959	5xylanase	30.8	250	156	8	5402	4692	60	305	1.48e-20	87.4
k141_4822959	1xylanase	32.159	227	114	10	5408	4827	84	303	2.24e-19	84.0
k141_4822959	11xylanase	31.156	199	122	5	5408	4836	387	578	1.24e-18	83.2
k141_3222051	4RecName:	46.154	117	48	2	312	7	77	193	4.25e-34	112.0
k141_3222051	9xylanase	45.631	103	52	1	300	4	39	141	9.470000000000001e-33	107.0
k141_3222051	3xylanase	44.643	112	47	1	303	13	84	195	1.0499999999999999e-30	102.0
k141_3222051	1xylanase	44.643	112	47	2	303	13	84	195	5.9899999999999995e-30	100.0
k141_3222051	6xylanase	41.88	117	53	2	312	7	77	193	2.2600000000000002e-29	99.4
k141_3222051	11xylanase	42.308	104	56	1	312	13	384	487	1.4e-25	89.4
k141_3222051	5xylanase	37.624	101	63	0	309	7	56	156	4.35e-22	79.3
k141_5143887	7xylanase	32.716	162	104	3	491	6	32	188	7.83e-25	89.0
k141_6745338	11xylanase	32.443	524	287	20	1503	16	193	677	1.0599999999999999e-67	222.0
k141_6745338	1xylanase	33.592	387	183	11	1038	16	49	407	2.34e-58	190.0
k141_6745338	9xylanase	33.051	354	189	11	1029	19	7	329	6.930000000000001e-58	187.0
k141_6745338	4RecName:	33.42	386	182	9	1029	16	47	405	7.61e-58	189.0
k141_6745338	6xylanase	32.642	386	185	9	1029	16	47	405	1.31e-56	186.0
k141_6745338	3xylanase	33.065	372	190	11	1038	16	49	392	2.39e-56	184.0
k141_6745338	5xylanase	32.593	270	152	10	801	16	87	334	7.65e-33	120.0
k141_2902576	9xylanase	41.848	184	96	3	5	550	53	227	1.0700000000000001e-49	154.0
k141_2902576	1xylanase	36.735	196	99	7	5	550	99	283	9.52e-38	125.0
k141_2902576	3xylanase	37.017	181	90	4	5	508	99	268	2.65e-37	123.0
k141_2902576	11xylanase	38.333	180	98	4	20	550	407	576	2.9200000000000002e-36	123.0
k141_2902576	4RecName:	35.204	196	102	5	5	550	95	279	6.59e-36	120.0
k141_2902576	6xylanase	35.204	196	102	5	5	550	95	279	3.25e-35	118.0
k141_2902576	5xylanase	33.523	176	96	4	5	520	73	231	7.89e-25	89.7
k141_4183745	9xylanase	40.061	327	177	6	2054	1107	7	325	1.79e-82	259.0
k141_4183745	11xylanase	41.718	326	173	7	2054	1107	354	672	5.14e-71	238.0
k141_4183745	4RecName:	37.461	323	168	10	2060	1158	45	355	5.27e-61	203.0
k141_4183745	6xylanase	35.737	319	179	7	2060	1158	45	355	1.41e-58	196.0
k141_4183745	3xylanase	34.366	355	184	11	2066	1107	47	387	1.56e-56	190.0
k141_4183745	1xylanase	35.061	328	170	9	2066	1164	47	358	8.8e-56	188.0
k141_4183745	5xylanase	34.114	299	166	9	1964	1098	55	332	3.55e-43	152.0
k141_5144179	4RecName:	39.394	66	40	0	5	202	67	132	1.15e-10	51.2
k141_3222524	3xylanase	37.674	215	100	8	673	116	182	391	3.43e-40	132.0
k141_3222524	1xylanase	41.436	181	83	6	673	185	182	357	1.23e-38	129.0
k141_3222524	4RecName:	40.761	184	87	5	673	173	178	356	1.99e-35	120.0
k141_3222524	6xylanase	39.674	184	89	6	673	173	178	356	1.46e-33	115.0
k141_3222524	9xylanase	32.227	211	114	7	670	110	126	331	1.6300000000000002e-32	111.0
k141_3222524	11xylanase	32.85	207	112	9	670	116	475	676	6.51e-26	95.5
k141_3222524	5xylanase	33.0	200	113	10	661	104	145	337	8.93e-18	71.2
k141_3864215	9xylanase	50.442	113	48	2	317	3	78	190	1.07e-37	120.0
k141_3864215	11xylanase	47.748	111	48	3	317	12	427	536	1.94e-36	120.0
k141_3864215	5xylanase	41.905	105	57	2	317	12	98	201	4.5100000000000004e-26	90.1
k141_3864215	1xylanase	41.803	122	51	4	317	9	124	244	2.77e-25	88.2
k141_3864215	3xylanase	39.516	124	55	3	317	3	124	246	2.32e-24	85.5
k141_3864215	4RecName:	33.607	122	59	4	317	12	120	239	1.56e-18	69.3
k141_3864215	6xylanase	31.405	121	63	3	317	12	120	239	1.15e-16	63.9
k141_2902930	10xylanase	40.769	130	65	4	393	16	585	706	2.5800000000000002e-26	97.8
k141_2902930	1xylanase	42.857	56	32	0	303	136	84	139	3.41e-13	58.5
k141_2902930	3xylanase	42.857	56	32	0	303	136	84	139	5.99e-13	57.8
k141_2902930	6xylanase	37.5	56	35	0	303	136	80	135	2.41e-10	50.1
k141_7707422	7xylanase	44.578	166	84	5	1	495	75	233	6.62e-42	144.0
k141_7707422	2xylanase	40.12	167	83	7	4	498	69	220	6.01e-33	115.0
k141_7707422	8xylanase	36.527	167	91	4	4	498	67	220	1.0100000000000001e-29	109.0
k141_2263853	11xylanase	46.667	75	29	2	38	262	382	445	1.58e-19	71.2
k141_2263853	6xylanase	35.632	87	43	3	2	256	61	136	1.31e-15	60.1
k141_2263853	4RecName:	35.632	87	43	3	2	256	61	136	2.37e-15	59.3
k141_2263853	1xylanase	36.047	86	43	3	2	256	66	140	5.03e-15	58.5
k141_2263853	3xylanase	34.884	86	44	3	2	256	66	140	5.59e-14	55.5
k141_4823773	5xylanase	46.988	83	34	1	249	1	114	186	9.73e-20	71.6
k141_4823773	11xylanase	42.857	77	36	2	231	1	453	521	6.41e-18	66.6
k141_4823773	9xylanase	39.744	78	39	1	234	1	103	172	6.6e-17	63.5
k141_4823779	11xylanase	42.857	63	28	2	2	190	481	535	1.3e-14	56.6
k141_4823780	11xylanase	42.857	63	28	2	2	190	481	535	1.28e-14	56.6
k141_4184415	4RecName:	41.714	175	87	6	49	543	101	270	7.28e-37	122.0
k141_4184415	11xylanase	42.262	168	84	6	52	543	409	567	1.3e-36	124.0
k141_4184415	3xylanase	39.655	174	90	6	52	543	106	274	9.02e-36	119.0
k141_4184415	1xylanase	40.0	175	90	6	49	543	105	274	7.18e-35	117.0
k141_4184415	6xylanase	38.798	183	94	7	34	543	93	270	5.16e-34	114.0
k141_4184415	9xylanase	38.462	169	91	6	49	543	59	218	3.13e-33	111.0
k141_4184415	5xylanase	32.927	164	96	5	49	534	79	230	5.17e-24	87.4
k141_8026458	11xylanase	30.928	388	194	19	211	1299	226	564	1.6599999999999999e-40	143.0
k141_8026458	4RecName:	32.941	255	128	10	565	1299	46	267	1.94e-31	114.0
k141_8026458	6xylanase	31.873	251	136	8	565	1299	46	267	2.6e-31	114.0
k141_8026458	1xylanase	32.549	255	128	12	559	1293	49	269	3.7999999999999996e-30	110.0
k141_8026458	9xylanase	31.02	245	130	11	562	1290	5	212	1.47e-29	108.0
k141_8026458	3xylanase	32.549	255	128	12	559	1293	49	269	2.89e-28	105.0
k141_8026458	5xylanase	32.773	238	108	13	604	1293	35	228	9.22e-20	80.5
k141_6106101	11xylanase	48.235	85	41	2	282	31	512	594	8.269999999999999e-23	80.9
k141_6106101	9xylanase	41.667	84	47	1	282	31	163	244	8.23e-18	66.6
k141_6106101	6xylanase	46.575	73	37	1	249	31	226	296	1.16e-15	60.5
k141_6106101	4RecName:	43.421	76	41	1	258	31	223	296	1.3e-15	60.5
k141_6106101	1xylanase	42.529	87	45	2	267	16	224	308	2.84e-14	56.6
k141_6106101	5xylanase	39.13	92	52	3	276	10	179	269	1.44e-12	52.0
k141_342754	10xylanase	33.242	364	200	14	3191	4189	590	941	3e-49	180.0
k141_342754	9xylanase	30.037	273	160	10	3269	4009	39	306	1.21e-26	102.0
k141_342754	3xylanase	30.0	300	148	14	3266	4021	84	369	1.3e-21	88.6
k141_8986952	9xylanase	34.409	93	51	2	16	276	237	325	5.83e-15	61.2
k141_3223482	9xylanase	41.063	207	104	4	686	84	131	325	1.14e-49	156.0
k141_3223482	11xylanase	41.553	219	108	7	686	48	480	684	2.0799999999999998e-45	150.0
k141_3223482	6xylanase	38.251	183	99	4	686	141	184	353	4.2e-36	122.0
k141_3223482	4RecName:	37.705	183	100	4	686	141	184	353	7.6799999999999995e-34	116.0
k141_3223482	3xylanase	33.641	217	121	5	686	69	188	392	3.34e-32	111.0
k141_3223482	1xylanase	37.158	183	102	3	686	141	188	358	2.25e-31	109.0
k141_3223482	5xylanase	31.429	210	114	7	686	75	147	332	7.9499999999999995e-25	91.3
k141_3544830	10xylanase	35.391	243	138	9	805	1500	585	819	6.13e-39	141.0
k141_3544830	9xylanase	30.516	213	132	8	898	1503	39	246	4.1500000000000003e-22	87.0
k141_6106620	11xylanase	45.736	129	57	1	3	389	414	529	2.08e-38	127.0
k141_6106620	9xylanase	44.186	129	59	2	3	389	65	180	2.4e-35	115.0
k141_6106620	4RecName:	36.62	142	63	3	3	392	107	233	1.89e-27	95.1
k141_6106620	3xylanase	36.62	142	63	4	3	392	111	237	2.39e-27	94.7
k141_6106620	1xylanase	36.879	141	62	4	3	389	111	236	1.24e-25	90.1
k141_6106620	6xylanase	33.803	142	67	3	3	392	107	233	1.1e-24	87.4
k141_6106620	5xylanase	34.109	129	66	3	3	389	85	194	1.6900000000000001e-21	78.6
k141_4505995	5xylanase	38.796	299	157	7	6467	5595	55	335	5.1399999999999996e-55	191.0
k141_4505995	9xylanase	36.304	303	157	9	6455	5610	39	326	2.5499999999999998e-54	186.0
k141_4505995	11xylanase	36.601	306	164	11	6470	5604	383	675	1.19e-49	182.0
k141_4505995	6xylanase	35.404	322	166	10	6536	5643	58	361	1.26e-48	172.0
k141_4505995	1xylanase	37.179	312	156	10	6536	5670	63	357	1.7099999999999998e-48	172.0
k141_4505995	4RecName:	35.526	304	158	7	6482	5643	72	361	3.19e-48	171.0
k141_4505995	3xylanase	34.675	323	165	10	6470	5604	80	390	2.32e-47	168.0
k141_6427033	9xylanase	35.263	190	106	2	675	109	149	322	4.3499999999999997e-39	128.0
k141_6427033	6xylanase	37.278	169	89	4	678	178	199	352	5.34e-33	114.0
k141_6427033	11xylanase	34.054	185	101	4	675	127	498	663	3.01e-31	110.0
k141_6427033	4RecName:	36.095	169	91	4	678	178	199	352	9.020000000000001e-31	107.0
k141_6427033	1xylanase	38.012	171	90	4	675	169	204	360	2.49e-30	106.0
k141_6427033	3xylanase	32.828	198	107	6	675	109	204	384	1.07e-28	102.0
k141_6427033	5xylanase	35.714	98	60	2	675	391	163	260	8.83e-16	65.5
k141_5145849	9xylanase	42.953	149	83	1	3	443	87	235	9.540000000000001e-43	135.0
k141_5145849	11xylanase	48.276	145	71	2	3	428	436	579	1.2299999999999999e-40	134.0
k141_5145849	1xylanase	41.875	160	81	2	3	446	133	292	7.81e-36	118.0
k141_5145849	3xylanase	40.0	160	84	2	3	446	133	292	1.3399999999999998e-34	115.0
k141_5145849	6xylanase	40.0	160	84	2	3	446	129	288	4.09e-34	114.0
k141_5145849	5xylanase	49.533	107	53	1	60	377	122	228	5.6699999999999995e-34	113.0
k141_5145849	4RecName:	39.375	160	85	2	3	446	129	288	3.4e-33	111.0
k141_664307	11xylanase	37.079	89	53	2	370	630	350	437	1.44e-11	58.5
k141_664307	4RecName:	40.323	62	37	0	445	630	69	130	2.55e-09	50.8
k141_3545327	10xylanase	35.294	85	51	3	98	343	837	920	6.65e-11	51.2
k141_5786649	9xylanase	38.028	142	76	3	1	405	193	329	1.48e-25	98.2
k141_5786649	11xylanase	35.616	146	83	5	1	423	542	681	9.55e-20	83.2
k141_5786649	6xylanase	38.053	113	66	2	1	339	245	353	1.92e-19	80.9
k141_5786649	4RecName:	37.168	113	67	2	1	339	245	353	4.85e-17	73.6
k141_5786649	3xylanase	31.293	147	88	3	1	411	249	392	1.44e-15	68.9
k141_5786649	1xylanase	30.864	162	84	3	1	411	249	407	3.41e-15	67.8
k141_2265223	7xylanase	31.25	224	130	8	874	230	25	233	4.4e-21	85.9
k141_6107169	11xylanase	34.228	149	90	5	11	439	192	338	2.71e-20	84.0
k141_4506379	4RecName:	44.138	145	70	1	686	1087	48	192	7.75e-39	134.0
k141_4506379	6xylanase	34.574	188	108	2	569	1087	5	192	4.97e-35	123.0
k141_4506379	9xylanase	44.444	135	73	1	683	1087	7	139	1.15e-34	121.0
k141_4506379	11xylanase	42.748	131	75	0	686	1078	355	485	4.15e-32	117.0
k141_4506379	3xylanase	42.069	145	70	4	686	1084	53	195	4e-31	112.0
k141_4506379	1xylanase	43.448	145	68	4	686	1084	53	195	9.580000000000001e-31	111.0
k141_4506379	5xylanase	31.111	135	85	4	689	1087	27	155	9.83e-16	67.8
k141_3866072	7xylanase	61.616	198	74	2	109	699	43	239	3.7000000000000003e-88	258.0
k141_3866072	8xylanase	48.205	195	91	3	103	681	33	219	6.959999999999999e-61	188.0
k141_3866072	2xylanase	47.423	194	91	5	106	681	35	219	9.36e-57	173.0
k141_664825	9xylanase	40.0	125	65	3	379	5	67	181	1.0800000000000001e-29	101.0
k141_664825	4RecName:	38.415	164	79	5	472	2	86	234	1.5600000000000002e-27	96.7
k141_664825	11xylanase	39.2	125	66	3	376	2	417	531	6.73e-26	92.8
k141_664825	6xylanase	36.585	164	82	5	472	2	86	234	2.3599999999999997e-25	90.5
k141_664825	3xylanase	34.146	164	86	5	472	2	90	238	1.29e-23	85.5
k141_664825	1xylanase	34.756	164	85	5	472	2	90	238	1.94e-23	85.1
k141_664825	5xylanase	36.667	120	60	4	367	8	91	194	8.86e-18	69.3
k141_2265697	4RecName:	33.884	121	68	5	80	442	200	308	2.11e-12	53.9
k141_3546000	6xylanase	32.597	181	93	6	513	4	75	237	1.95e-18	71.6
k141_3546000	4RecName:	32.044	181	94	6	513	4	75	237	4.19e-18	70.5
k141_3546000	1xylanase	32.584	178	91	6	513	13	79	238	1.04e-15	63.5
k141_5146647	5xylanase	50.633	79	38	1	293	60	150	228	4.05e-25	87.0
k141_5146647	11xylanase	50.575	87	43	0	269	9	493	579	5.41e-25	87.4
k141_5146647	9xylanase	42.268	97	54	1	293	9	134	230	2.0399999999999997e-24	84.7
k141_5146647	1xylanase	45.833	96	51	1	293	9	191	286	4.4300000000000005e-21	76.3
k141_5146647	6xylanase	43.75	96	53	1	293	9	187	282	1.02e-20	75.1
k141_5146647	4RecName:	41.667	96	55	1	293	9	187	282	1.72e-19	71.6
k141_5146647	3xylanase	41.667	96	55	1	293	9	191	286	5.74e-19	70.1
k141_344169	4RecName:	43.836	73	41	0	14	232	52	124	2.05e-19	70.5
k141_344169	1xylanase	44.156	77	42	1	2	232	53	128	3.49e-19	69.7
k141_344169	3xylanase	41.558	77	44	1	2	232	53	128	2.17e-18	67.4
k141_344169	6xylanase	39.726	73	44	0	14	232	52	124	2.29e-17	64.7
k141_344169	9xylanase	42.105	76	42	1	2	229	8	81	9.88e-16	60.1
